mathMarks,scienceMarks,englishMarks,socialScienceMarks,itMarks,learningStyle,careerInclination,stream
57,70,76,49,54,Practical,Medical,BioIP
73,81,47,56,72,Theoretical,Technology,CS
67,60,87,58,44,Practical,Skilled,Commerce
71,82,51,51,86,Practical,Technology,CS
70,40,74,61,42,Theoretical,Technology,Commerce
73,44,57,51,57,Practical,Finance,Commerce
73,69,62,38,97,Theoretical,Technology,CS
97,95,54,38,93,Theoretical,Technology,CS
36,32,64,87,45,Creative,Civics,Humanities
68,87,66,58,52,Research,Technology,BioIP
97,79,59,57,100,Practical,Creative,CS
70,97,40,40,79,Research,Skilled,CS
94,90,63,57,88,Practical,Skilled,CS
62,80,77,53,33,Theoretical,Skilled,Bio
80,70,74,79,77,Practical,Finance,Commerce
72,71,55,51,84,Theoretical,Skilled,CS
80,68,50,61,50,Theoretical,Finance,Commerce
72,43,73,66,56,Theoretical,Finance,Commerce
62,89,83,68,89,Research,Medical,BioIP
62,52,69,64,56,Theoretical,Skilled,Commerce
87,87,82,47,87,Research,Technology,BioIP
67,90,50,56,70,Research,Medical,Bio
75,79,73,68,46,Theoretical,Medical,Bio
77,57,50,78,77,Practical,Technology,Commerce
79,78,58,65,66,Practical,Technology,BioIP
40,51,98,89,49,Theoretical,Civics,Humanities
75,85,80,55,79,Practical,Creative,CS
67,55,86,64,75,Practical,Finance,Commerce
88,43,76,64,41,Theoretical,Technology,Commerce
97,82,58,70,75,Research,Skilled,CS
62,49,75,62,54,Theoretical,Skilled,Commerce
72,100,76,45,61,Theoretical,Skilled,Bio
61,73,60,63,50,Research,Medical,Bio
80,84,58,67,71,Practical,Creative,CS
50,85,87,64,63,Research,Technology,BioIP
60,88,75,43,36,Research,Medical,Bio
55,95,78,66,65,Research,Medical,BioIP
88,65,80,70,64,Practical,Finance,Commerce
54,67,79,94,42,Creative,Civics,Humanities
76,56,77,79,46,Theoretical,Skilled,Commerce
74,93,44,49,86,Theoretical,Skilled,CS
68,44,93,80,43,Theoretical,Civics,Humanities
46,64,78,90,58,Theoretical,Civics,Humanities
68,86,58,61,55,Research,Skilled,Bio
62,70,97,100,60,Theoretical,Arts,Humanities
68,50,69,64,63,Practical,Finance,Commerce
84,68,43,62,75,Research,Technology,CS
69,80,81,64,85,Practical,Medical,BioIP
83,69,84,58,78,Theoretical,Technology,Commerce
76,79,59,56,47,Theoretical,Skilled,Bio
40,64,70,74,45,Theoretical,Arts,Humanities
73,74,63,57,83,Theoretical,Creative,CS
89,52,85,79,53,Theoretical,Technology,Commerce
39,39,99,80,40,Theoretical,Arts,Humanities
74,67,40,62,95,Research,Skilled,CS
68,50,75,54,43,Practical,Finance,Commerce
77,77,68,66,57,Research,Technology,BioIP
90,92,79,60,52,Research,Technology,BioIP
78,87,78,57,38,Research,Skilled,Bio
66,40,92,79,50,Creative,Civics,Humanities
100,72,56,54,90,Theoretical,Skilled,CS
83,53,60,65,43,Theoretical,Skilled,Commerce
79,78,49,45,92,Theoretical,Skilled,CS
64,87,76,58,67,Research,Medical,BioIP
39,39,96,91,36,Creative,Arts,Humanities
55,97,63,45,69,Practical,Technology,BioIP
75,99,62,69,55,Research,Technology,BioIP
90,91,66,67,57,Research,Technology,BioIP
63,80,69,42,61,Theoretical,Medical,Bio
83,47,75,58,50,Practical,Skilled,Commerce
78,78,69,43,54,Theoretical,Medical,Bio
34,35,92,85,43,Creative,Civics,Humanities
65,96,63,53,59,Theoretical,Skilled,Bio
53,72,66,57,56,Theoretical,Medical,Bio
81,81,75,62,88,Theoretical,Technology,CS
76,99,65,70,55,Theoretical,Skilled,Bio
78,54,60,52,50,Theoretical,Finance,Commerce
79,54,52,74,52,Practical,Skilled,Commerce
88,72,67,69,73,Research,Skilled,CS
95,75,55,39,97,Practical,Technology,CS
64,56,82,85,33,Theoretical,Civics,Humanities
69,42,76,80,54,Theoretical,Skilled,Commerce
63,52,89,64,43,Practical,Finance,Commerce
86,89,82,57,69,Practical,Medical,BioIP
74,94,65,41,69,Practical,Technology,BioIP
61,54,69,62,47,Theoretical,Skilled,Commerce
73,91,66,34,100,Theoretical,Creative,CS
50,82,68,68,68,Theoretical,Skilled,Bio
65,98,56,59,60,Research,Skilled,Bio
90,76,66,35,73,Theoretical,Technology,CS
61,90,80,50,64,Practical,Medical,BioIP
83,47,82,59,41,Theoretical,Finance,Commerce
61,64,78,69,77,Theoretical,Skilled,Commerce
84,80,73,45,59,Practical,Technology,BioIP
63,44,57,72,74,Theoretical,Technology,Commerce
57,70,70,82,33,Creative,Arts,Humanities
61,52,60,68,72,Theoretical,Skilled,Commerce
58,59,83,81,46,Creative,Arts,Humanities
83,55,62,60,75,Theoretical,Skilled,Commerce
70,86,51,67,43,Theoretical,Skilled,Bio
63,74,61,45,84,Research,Technology,BioIP
55,85,65,67,49,Research,Medical,Bio
77,88,70,47,70,Research,Skilled,Bio
76,80,69,59,92,Practical,Creative,CS
52,94,66,66,31,Theoretical,Skilled,Bio
58,78,78,56,70,Research,Skilled,Bio
55,98,63,65,41,Theoretical,Medical,Bio
90,61,49,53,98,Research,Creative,CS
79,69,68,64,100,Research,Creative,CS
70,64,70,89,30,Theoretical,Civics,Humanities
89,49,77,62,69,Practical,Finance,Commerce
65,40,78,66,73,Practical,Finance,Commerce
54,78,69,51,44,Research,Medical,Bio
95,70,50,30,98,Research,Creative,CS
70,43,60,65,47,Theoretical,Finance,Commerce
68,49,66,72,51,Practical,Skilled,Commerce
90,48,89,79,44,Theoretical,Finance,Commerce
67,49,62,94,43,Creative,Civics,Humanities
41,51,95,91,44,Theoretical,Civics,Humanities
91,88,58,33,91,Theoretical,Creative,CS
68,55,62,53,40,Theoretical,Technology,Commerce
59,94,68,61,89,Research,Technology,BioIP
86,70,69,68,89,Practical,Technology,BioIP
59,79,58,56,53,Research,Medical,Bio
73,62,73,49,87,Research,Creative,CS
69,83,66,46,58,Theoretical,Skilled,Bio
67,66,89,74,39,Creative,Arts,Humanities
62,45,76,95,41,Theoretical,Civics,Humanities
65,42,73,97,54,Creative,Arts,Humanities
81,86,61,37,80,Research,Skilled,CS
60,87,63,54,68,Practical,Technology,BioIP
62,61,85,74,71,Practical,Skilled,Commerce
83,76,63,70,75,Practical,Technology,CS
70,95,69,69,89,Research,Technology,CS
67,60,66,59,72,Practical,Finance,Commerce
51,63,72,84,41,Creative,Arts,Humanities
74,98,58,44,68,Theoretical,Skilled,Bio
86,83,71,32,86,Theoretical,Creative,CS
92,88,59,35,72,Practical,Technology,CS
60,93,81,56,75,Research,Medical,BioIP
66,76,67,64,50,Research,Medical,Bio
86,95,71,57,59,Practical,Medical,BioIP
82,54,62,71,64,Theoretical,Finance,Commerce
59,71,74,48,64,Theoretical,Skilled,Bio
70,92,53,46,39,Research,Medical,Bio
45,41,64,85,58,Creative,Civics,Humanities
65,63,62,71,38,Creative,Civics,Humanities
61,32,85,98,31,Theoretical,Arts,Humanities
50,89,53,63,31,Theoretical,Medical,Bio
80,55,84,79,77,Theoretical,Skilled,Commerce
81,84,44,52,78,Research,Creative,CS
81,70,56,52,87,Practical,Medical,BioIP
81,96,72,48,58,Research,Medical,BioIP
72,71,57,36,94,Theoretical,Technology,CS
59,65,100,84,55,Creative,Civics,Humanities
75,70,64,58,33,Research,Medical,Bio
67,86,55,62,43,Theoretical,Medical,Bio
95,67,53,62,81,Practical,Skilled,CS
92,99,57,59,85,Theoretical,Creative,CS
75,70,60,40,34,Theoretical,Medical,Bio
63,59,98,73,58,Creative,Arts,Humanities
63,88,74,40,36,Theoretical,Skilled,Bio
82,67,62,58,51,Practical,Skilled,Commerce
80,70,65,54,70,Research,Technology,BioIP
90,80,84,55,64,Research,Technology,BioIP
57,36,98,94,41,Creative,Civics,Humanities
90,95,90,42,80,Practical,Technology,BioIP
51,34,75,92,34,Creative,Civics,Humanities
55,73,78,65,60,Research,Skilled,Bio
66,42,89,50,77,Practical,Finance,Commerce
71,91,76,62,66,Research,Medical,BioIP
85,89,78,55,85,Research,Technology,BioIP
58,83,78,58,39,Theoretical,Skilled,Bio
85,99,53,48,68,Research,Medical,BioIP
37,46,74,91,31,Creative,Civics,Humanities
51,87,60,64,68,Research,Medical,Bio
78,87,76,53,45,Theoretical,Skilled,Bio
69,45,79,75,60,Creative,Arts,Humanities
87,64,57,65,72,Theoretical,Skilled,Commerce
63,74,57,66,53,Practical,Technology,BioIP
97,99,62,50,70,Theoretical,Technology,CS
83,56,75,69,70,Theoretical,Finance,Commerce
75,84,76,45,78,Practical,Medical,BioIP
55,88,75,41,46,Research,Medical,Bio
77,70,71,59,92,Theoretical,Skilled,CS
97,99,74,60,76,Practical,Technology,CS
94,79,65,62,82,Theoretical,Skilled,CS
35,34,82,100,58,Theoretical,Civics,Humanities
96,66,54,56,82,Theoretical,Creative,CS
94,91,54,36,79,Theoretical,Technology,CS
67,70,72,61,50,Practical,Skilled,Commerce
80,70,54,52,80,Practical,Finance,Commerce
82,91,73,54,68,Practical,Medical,BioIP
57,91,59,44,60,Research,Skilled,Bio
85,44,65,74,43,Practical,Skilled,Commerce
66,46,80,78,76,Practical,Technology,Commerce
73,41,62,60,43,Practical,Finance,Commerce
82,70,80,55,53,Research,Technology,BioIP
56,72,84,46,62,Research,Technology,BioIP
53,89,55,55,55,Practical,Medical,BioIP
80,70,84,67,78,Practical,Technology,BioIP
79,71,64,63,59,Practical,Technology,BioIP
40,39,77,70,34,Creative,Arts,Humanities
56,46,86,90,46,Creative,Arts,Humanities
64,98,55,58,66,Theoretical,Medical,Bio
70,55,65,74,44,Theoretical,Civics,Humanities
78,92,74,70,32,Theoretical,Medical,Bio
67,91,64,68,66,Research,Skilled,Bio
75,85,87,50,64,Research,Technology,BioIP
89,99,87,66,69,Practical,Medical,BioIP
74,77,42,70,100,Theoretical,Skilled,CS
55,82,60,49,52,Theoretical,Skilled,Bio
65,78,56,62,76,Practical,Medical,BioIP
90,78,42,65,71,Research,Skilled,CS
43,48,87,87,40,Creative,Civics,Humanities
63,83,64,61,50,Research,Medical,Bio
54,40,64,87,30,Theoretical,Civics,Humanities
100,69,69,68,77,Practical,Creative,CS
71,73,67,64,51,Theoretical,Skilled,Bio
54,52,62,100,44,Theoretical,Arts,Humanities
67,96,66,47,74,Research,Medical,BioIP
81,83,67,35,84,Research,Creative,CS
41,58,91,77,56,Creative,Arts,Humanities
80,90,80,54,30,Research,Skilled,Bio
81,90,61,61,91,Research,Skilled,CS
60,89,82,60,68,Research,Medical,BioIP
78,60,61,69,64,Theoretical,Technology,Commerce
86,81,67,51,80,Theoretical,Creative,CS
100,89,66,60,97,Theoretical,Creative,CS
83,54,57,74,45,Theoretical,Skilled,Commerce
57,96,58,60,42,Theoretical,Medical,Bio
70,99,72,49,90,Research,Creative,CS
61,83,58,46,41,Research,Skilled,Bio
80,43,68,51,43,Theoretical,Technology,Commerce
79,63,52,65,41,Practical,Skilled,Commerce
74,78,87,53,59,Practical,Medical,BioIP
66,57,65,71,47,Practical,Finance,Commerce
74,60,69,58,84,Theoretical,Skilled,CS
81,77,72,68,77,Practical,Medical,BioIP
76,75,84,49,84,Research,Technology,BioIP
35,70,78,78,57,Theoretical,Civics,Humanities
61,61,79,50,53,Practical,Technology,Commerce
42,50,92,81,34,Theoretical,Civics,Humanities
88,100,57,62,74,Research,Medical,BioIP
92,73,46,54,96,Theoretical,Skilled,CS
57,70,78,46,57,Research,Medical,Bio
78,71,89,42,83,Practical,Medical,BioIP
58,62,69,92,56,Creative,Civics,Humanities
84,56,66,55,55,Practical,Finance,Commerce
78,68,77,54,70,Theoretical,Creative,CS
99,72,40,69,86,Practical,Skilled,CS
60,70,67,75,40,Practical,Finance,Commerce
73,91,50,60,64,Theoretical,Medical,Bio
63,46,60,78,61,Theoretical,Skilled,Commerce
76,97,74,68,35,Research,Skilled,Bio
71,100,62,43,72,Practical,Medical,BioIP
52,70,75,97,36,Theoretical,Civics,Humanities
73,76,63,48,82,Practical,Creative,CS
82,64,81,52,73,Theoretical,Skilled,Commerce
67,51,54,67,50,Theoretical,Technology,Commerce
73,47,86,77,79,Practical,Skilled,Commerce
36,63,94,91,49,Theoretical,Civics,Humanities
95,76,41,41,84,Theoretical,Technology,CS
50,100,70,70,46,Theoretical,Skilled,Bio
74,79,76,58,84,Practical,Skilled,CS
58,91,67,50,55,Research,Medical,Bio
73,73,78,44,53,Research,Skilled,Bio
66,65,62,56,63,Theoretical,Finance,Commerce
52,85,53,56,51,Theoretical,Medical,Bio
57,89,51,48,85,Practical,Medical,BioIP
74,66,44,50,82,Research,Creative,CS
89,66,66,39,82,Theoretical,Creative,CS
73,85,72,70,35,Research,Medical,Bio
60,36,65,72,30,Creative,Civics,Humanities
66,60,86,76,56,Practical,Technology,Commerce
31,48,77,84,60,Creative,Civics,Humanities
73,65,71,69,40,Theoretical,Technology,Commerce
74,76,56,69,76,Theoretical,Creative,CS
97,74,78,69,83,Practical,Creative,CS
31,62,68,90,50,Creative,Civics,Humanities
47,52,62,89,52,Theoretical,Civics,Humanities
77,68,76,64,54,Practical,Skilled,Commerce
64,63,52,72,63,Practical,Skilled,Commerce
85,100,65,65,89,Theoretical,Creative,CS
83,86,68,54,55,Practical,Medical,BioIP
67,95,63,40,60,Research,Medical,Bio
61,81,72,44,56,Practical,Technology,BioIP
59,82,52,47,32,Research,Skilled,Bio
99,72,78,70,77,Research,Technology,CS
97,62,65,55,88,Theoretical,Technology,CS
91,69,49,38,74,Research,Skilled,CS
94,67,76,35,84,Research,Creative,CS
88,83,48,58,91,Practical,Creative,CS
70,44,87,66,48,Theoretical,Finance,Commerce
75,57,68,60,59,Theoretical,Skilled,Commerce
62,41,58,71,53,Theoretical,Finance,Commerce
54,95,50,69,82,Practical,Technology,BioIP
33,48,95,87,57,Theoretical,Civics,Humanities
67,74,62,64,39,Research,Skilled,Bio
58,88,87,53,53,Practical,Technology,BioIP
59,99,65,53,70,Research,Medical,Bio
72,68,77,67,59,Practical,Finance,Commerce
67,74,55,45,43,Theoretical,Skilled,Bio
89,76,79,58,76,Research,Technology,CS
71,100,66,48,64,Theoretical,Medical,Bio
60,94,60,41,65,Theoretical,Skilled,Bio
56,93,61,55,31,Theoretical,Skilled,Bio
62,72,90,59,71,Research,Medical,BioIP
52,59,80,86,51,Theoretical,Arts,Humanities
50,62,100,89,41,Creative,Civics,Humanities
87,56,73,54,47,Practical,Technology,Commerce
73,42,76,59,76,Practical,Finance,Commerce
90,98,59,65,81,Research,Technology,BioIP
79,84,72,53,89,Research,Technology,BioIP
55,60,86,75,60,Creative,Arts,Humanities
69,39,64,79,36,Theoretical,Civics,Humanities
64,61,77,61,79,Theoretical,Finance,Commerce
73,63,75,51,61,Theoretical,Technology,Commerce
56,72,53,66,70,Research,Medical,BioIP
70,90,90,42,83,Practical,Medical,BioIP
87,94,68,40,64,Practical,Medical,BioIP
72,88,74,45,51,Theoretical,Medical,Bio
64,78,72,70,65,Research,Skilled,Bio
67,62,66,62,78,Theoretical,Technology,Commerce
61,49,73,72,45,Theoretical,Finance,Commerce
51,81,74,46,57,Theoretical,Medical,Bio
74,73,58,40,64,Research,Medical,Bio
66,80,66,44,47,Research,Skilled,Bio
76,74,74,67,53,Theoretical,Medical,Bio
61,55,81,62,44,Theoretical,Technology,Commerce
66,90,54,70,50,Research,Skilled,Bio
77,58,73,54,44,Practical,Skilled,Commerce
78,85,76,57,71,Research,Creative,CS
43,35,99,93,39,Theoretical,Arts,Humanities
87,54,86,62,60,Practical,Technology,Commerce
82,99,45,47,93,Research,Technology,CS
95,75,65,55,80,Theoretical,Skilled,CS
81,91,56,67,74,Practical,Technology,BioIP
86,67,72,52,50,Theoretical,Technology,Commerce
77,62,67,72,65,Practical,Skilled,Commerce
60,95,54,60,61,Practical,Technology,BioIP
73,88,58,65,75,Research,Medical,BioIP
70,82,63,49,75,Practical,Technology,CS
97,95,57,39,97,Practical,Creative,CS
69,68,74,82,41,Creative,Arts,Humanities
71,87,70,67,57,Research,Medical,Bio
85,97,78,42,82,Practical,Medical,BioIP
48,63,79,90,57,Theoretical,Arts,Humanities
80,63,51,54,68,Theoretical,Technology,Commerce
59,75,53,43,68,Research,Medical,BioIP
72,69,63,58,75,Theoretical,Skilled,CS
70,77,70,51,35,Research,Skilled,Bio
67,83,69,64,69,Theoretical,Medical,Bio
64,41,62,59,70,Practical,Technology,Commerce
98,100,60,63,71,Theoretical,Technology,CS
61,56,81,53,60,Practical,Finance,Commerce
85,66,46,58,86,Theoretical,Skilled,CS
60,70,55,57,77,Practical,Finance,Commerce
97,72,74,67,73,Theoretical,Skilled,CS
69,95,76,70,34,Research,Medical,Bio
97,74,40,59,91,Theoretical,Technology,CS
81,42,55,64,50,Theoretical,Skilled,Commerce
75,92,69,66,61,Research,Medical,BioIP
78,73,49,42,82,Research,Skilled,CS
56,95,80,52,66,Research,Skilled,Bio
55,70,68,56,53,Theoretical,Skilled,Bio
52,94,80,61,65,Theoretical,Skilled,Bio
68,69,73,50,59,Theoretical,Skilled,Commerce
70,73,60,55,55,Research,Technology,BioIP
95,62,57,44,81,Practical,Creative,CS
79,90,69,49,48,Research,Skilled,Bio
68,72,61,44,59,Theoretical,Skilled,Bio
91,95,40,40,82,Research,Creative,CS
72,47,73,69,47,Practical,Finance,Commerce
57,34,94,80,41,Theoretical,Arts,Humanities
59,70,74,68,61,Practical,Technology,BioIP
72,76,55,33,98,Theoretical,Technology,CS
45,51,84,73,30,Creative,Civics,Humanities
64,99,52,64,37,Theoretical,Skilled,Bio
70,95,60,47,87,Practical,Creative,CS
79,48,77,51,65,Theoretical,Finance,Commerce
40,35,76,87,58,Theoretical,Arts,Humanities
90,65,88,77,69,Practical,Skilled,Commerce
63,96,73,52,86,Practical,Technology,BioIP
54,88,70,54,86,Research,Technology,BioIP
70,79,51,54,87,Research,Technology,BioIP
64,61,81,73,77,Practical,Skilled,Commerce
76,96,64,46,94,Research,Technology,CS
88,93,68,40,80,Practical,Medical,BioIP
80,98,88,67,83,Practical,Technology,BioIP
87,68,69,45,96,Practical,Technology,CS
88,60,82,74,69,Theoretical,Finance,Commerce
69,98,57,60,58,Practical,Medical,BioIP
63,62,51,74,55,Theoretical,Technology,Commerce
92,72,67,54,93,Research,Technology,CS
59,100,71,66,52,Practical,Medical,BioIP
63,35,63,81,55,Creative,Arts,Humanities
99,63,60,38,79,Theoretical,Skilled,CS
56,96,60,49,60,Research,Medical,BioIP
94,60,76,39,84,Theoretical,Skilled,CS
87,69,66,62,93,Research,Creative,CS
78,53,78,54,58,Practical,Finance,Commerce
55,82,64,56,63,Theoretical,Skilled,Bio
88,81,77,40,82,Research,Creative,CS
97,75,50,47,98,Practical,Skilled,CS
56,72,78,40,62,Practical,Medical,BioIP
73,83,69,60,48,Research,Skilled,Bio
38,42,80,89,41,Theoretical,Civics,Humanities
76,76,52,40,41,Research,Medical,Bio
86,50,71,71,64,Theoretical,Technology,Commerce
91,68,76,41,71,Research,Skilled,CS
74,75,71,32,79,Practical,Technology,CS
50,68,62,76,59,Creative,Arts,Humanities
78,98,63,65,55,Research,Skilled,Bio
59,79,75,64,51,Research,Skilled,Bio
71,95,73,45,57,Theoretical,Skilled,Bio
64,42,67,67,68,Theoretical,Skilled,Commerce
80,72,70,41,75,Research,Medical,BioIP
63,65,73,67,43,Practical,Finance,Commerce
96,90,67,59,90,Theoretical,Creative,CS
64,86,54,53,68,Research,Skilled,Bio
87,51,69,55,80,Practical,Finance,Commerce
60,82,64,47,38,Research,Medical,Bio
57,46,85,84,43,Creative,Civics,Humanities
62,75,54,51,33,Theoretical,Skilled,Bio
62,40,59,73,71,Practical,Skilled,Commerce
82,70,52,53,77,Practical,Technology,BioIP
52,97,75,41,58,Research,Skilled,Bio
79,74,50,66,74,Practical,Medical,BioIP
71,76,64,62,68,Research,Skilled,Bio
99,93,41,64,80,Practical,Creative,CS
95,78,75,56,88,Practical,Technology,CS
77,98,67,68,80,Practical,Medical,BioIP
69,79,78,48,65,Theoretical,Skilled,Bio
63,73,53,45,62,Research,Technology,BioIP
37,50,68,90,40,Creative,Civics,Humanities
65,41,72,73,77,Practical,Skilled,Commerce
72,88,60,68,91,Research,Creative,CS
78,80,42,39,90,Practical,Skilled,CS
77,76,55,55,38,Research,Skilled,Bio
76,50,59,63,71,Practical,Finance,Commerce
67,97,71,41,87,Research,Medical,BioIP
80,48,75,77,65,Practical,Finance,Commerce
65,64,55,59,44,Practical,Technology,Commerce
32,35,64,81,58,Creative,Civics,Humanities
63,71,57,46,53,Research,Skilled,Bio
76,81,88,56,86,Research,Technology,BioIP
64,58,81,77,58,Theoretical,Skilled,Commerce
65,72,64,50,30,Theoretical,Skilled,Bio
40,31,78,91,47,Theoretical,Civics,Humanities
80,87,90,70,62,Practical,Technology,BioIP
63,86,75,66,38,Research,Skilled,Bio
51,94,78,61,64,Research,Medical,Bio
85,57,52,51,78,Practical,Finance,Commerce
92,73,57,46,72,Research,Creative,CS
84,69,89,74,79,Theoretical,Finance,Commerce
68,77,79,51,51,Practical,Medical,BioIP
74,60,68,70,48,Practical,Technology,Commerce
59,72,70,64,57,Practical,Technology,BioIP
80,43,72,52,63,Theoretical,Technology,Commerce
73,95,80,51,51,Theoretical,Medical,Bio
79,76,53,48,76,Research,Technology,BioIP
83,90,65,57,56,Research,Medical,BioIP
72,92,43,38,73,Theoretical,Technology,CS
71,99,56,53,73,Research,Technology,CS
84,88,41,33,93,Research,Creative,CS
67,50,68,79,42,Theoretical,Technology,Commerce
34,62,90,84,43,Creative,Civics,Humanities
56,92,59,46,65,Theoretical,Medical,Bio
87,100,66,44,65,Research,Technology,BioIP
65,53,98,96,50,Theoretical,Civics,Humanities
68,55,67,58,77,Theoretical,Technology,Commerce
87,68,64,49,89,Theoretical,Creative,CS
64,92,69,40,62,Research,Technology,BioIP
70,74,89,69,53,Practical,Technology,BioIP
63,79,78,47,51,Theoretical,Medical,Bio
76,75,74,46,33,Research,Skilled,Bio
58,31,70,96,57,Creative,Arts,Humanities
74,76,73,52,52,Practical,Medical,BioIP
38,68,88,78,42,Creative,Arts,Humanities
74,46,54,58,77,Theoretical,Technology,Commerce
79,67,56,67,53,Theoretical,Finance,Commerce
66,97,61,63,39,Research,Skilled,Bio
86,69,47,44,79,Research,Skilled,CS
64,48,71,77,69,Theoretical,Technology,Commerce
54,32,98,99,58,Creative,Arts,Humanities
68,44,61,51,80,Practical,Finance,Commerce
46,36,73,99,42,Creative,Civics,Humanities
73,83,57,50,68,Practical,Medical,BioIP
85,84,74,62,80,Research,Technology,BioIP
50,83,87,55,72,Research,Technology,BioIP
41,67,87,100,54,Theoretical,Civics,Humanities
96,80,56,50,93,Theoretical,Technology,CS
63,39,87,82,48,Creative,Civics,Humanities
52,66,76,73,37,Theoretical,Arts,Humanities
93,99,52,36,94,Research,Creative,CS
82,51,82,54,71,Practical,Finance,Commerce
52,88,73,40,61,Research,Medical,Bio
72,84,58,42,84,Practical,Medical,BioIP
90,81,43,63,70,Practical,Technology,CS
78,72,73,41,76,Theoretical,Technology,CS
95,70,62,44,94,Research,Skilled,CS
32,43,82,88,36,Creative,Arts,Humanities
73,61,52,78,68,Theoretical,Skilled,Commerce
88,93,90,56,84,Practical,Technology,BioIP
99,85,66,48,86,Research,Creative,CS
70,71,61,47,58,Research,Medical,Bio
85,65,52,70,93,Practical,Creative,CS
98,100,77,42,74,Theoretical,Skilled,CS
67,83,58,42,33,Research,Medical,Bio
64,73,58,64,89,Practical,Technology,BioIP
83,89,88,52,53,Practical,Medical,BioIP
